feature_count,feature_names,angle_scale,angle_scale_value,c_value,quantum_state_size,train_validation_rows,cross_validation_splits,cv_accuracy,cv_stable_precision,cv_stable_recall,cv_stable_f1
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,64,800,4,0.77,0.7983,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,64,800,4,0.77,0.7982,0.7225,0.7585
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,1.0,256,800,4,0.77,0.7983,0.7225,0.7585
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,5.0,256,800,4,0.77,0.7982,0.7225,0.7585
4,scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.7675,0.7894,0.73,0.7585
6,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7638,0.7752,0.7425,0.7585
4,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c,pi,3.141593,10.0,16,800,4,0.7512,0.7384,0.78,0.7585
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_s,pi,3.141593,2.0,16,800,4,0.77,0.8016,0.72,0.7584
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_s,pi,3.141593,5.0,64,800,4,0.7625,0.7735,0.745,0.7584
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe,pi,3.141593,1.0,16,800,4,0.7637,0.7758,0.7425,0.7583
4,scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,5.0,16,800,4,0.7625,0.7722,0.745,0.7583
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_s,pi,3.141593,2.0,16,800,4,0.7675,0.7891,0.73,0.7582
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7638,0.7775,0.74,0.7582
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe,two_pi,6.283185,10.0,16,800,4,0.7725,0.8099,0.7125,0.7581
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p,two_pi,6.283185,10.0,16,800,4,0.7725,0.8099,0.7125,0.7581
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn,two_pi,6.283185,10.0,16,800,4,0.7725,0.8099,0.7125,0.7581
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c,two_pi,6.283185,10.0,16,800,4,0.7725,0.8099,0.7125,0.7581
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si,two_pi,6.283185,10.0,16,800,4,0.7725,0.8099,0.7125,0.7581
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_s,two_pi,6.283185,10.0,16,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_si,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,64,800,4,0.7725,0.8099,0.7125,0.7581
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,10.0,256,800,4,0.7725,0.8099,0.7125,0.7581
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,10.0,256,800,4,0.7725,0.8099,0.7125,0.7581
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,256,800,4,0.7725,0.8099,0.7125,0.7581
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,256,800,4,0.7725,0.8099,0.7125,0.7581
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,256,800,4,0.7725,0.8099,0.7125,0.7581
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,10.0,256,800,4,0.7725,0.8099,0.7125,0.7581
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.77,0.798,0.7225,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.76,0.7646,0.7525,0.7581
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si,pi,3.141593,0.1,16,800,4,0.7588,0.7558,0.7625,0.7581
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_s,pi_over_2,1.570796,5.0,16,800,4,0.7562,0.7522,0.765,0.7581
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,pi_over_2,1.570796,0.5,64,800,4,0.7362,0.7089,0.8225,0.7581
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,1.0,16,800,4,0.7637,0.7771,0.74,0.758
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,0.5,64,800,4,0.7625,0.7702,0.7475,0.758
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c,pi,3.141593,0.1,64,800,4,0.7188,0.6712,0.875,0.758
4,scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,2.0,16,800,4,0.7675,0.7909,0.7275,0.7579
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,5.0,16,800,4,0.7638,0.7768,0.74,0.7579
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe,two_pi,6.283185,0.1,16,800,4,0.7625,0.773,0.745,0.7579
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p,two_pi,6.283185,0.1,16,800,4,0.7625,0.773,0.745,0.7579
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn,two_pi,6.283185,0.1,16,800,4,0.7625,0.773,0.745,0.7579
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c,two_pi,6.283185,0.1,16,800,4,0.7625,0.773,0.745,0.7579
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si,two_pi,6.283185,0.1,16,800,4,0.7625,0.773,0.745,0.7579
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_s,two_pi,6.283185,0.1,16,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7625,0.773,0.745,0.7579
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,256,800,4,0.7625,0.773,0.745,0.7579
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7625,0.773,0.745,0.7579
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7625,0.773,0.745,0.7579
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7625,0.773,0.745,0.7579
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7625,0.773,0.745,0.7579
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7625,0.773,0.745,0.7579
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_si,pi_over_2,1.570796,5.0,16,800,4,0.7575,0.7566,0.76,0.7579
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_si,pi,3.141593,0.5,16,800,4,0.7525,0.742,0.775,0.7579
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements,two_pi,6.283185,0.1,16,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
