feature_count,feature_names,angle_scale,angle_scale_value,c_value,quantum_state_size,train_validation_rows,cross_validation_splits,cv_accuracy,cv_stable_precision,cv_stable_recall,cv_stable_f1
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.7438,0.7173,0.805,0.7579
10,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,1024,800,4,0.7438,0.7173,0.805,0.7579
4,scaled_formation_energy_per_atom; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,16,800,4,0.77,0.8001,0.72,0.7578
4,scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_si; scaled_has_s,pi,3.141593,10.0,16,800,4,0.7562,0.7533,0.7625,0.7578
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe,two_pi,6.283185,0.5,16,800,4,0.7538,0.7428,0.775,0.7578
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p,two_pi,6.283185,0.5,16,800,4,0.7538,0.7428,0.775,0.7578
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn,two_pi,6.283185,0.5,16,800,4,0.7538,0.7428,0.775,0.7578
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_c,two_pi,6.283185,0.5,16,800,4,0.7538,0.7428,0.775,0.7578
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_si,two_pi,6.283185,0.5,16,800,4,0.7538,0.7428,0.775,0.7578
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_s,two_pi,6.283185,0.5,16,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_si,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,64,800,4,0.7538,0.7428,0.775,0.7578
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.5,256,800,4,0.7538,0.7428,0.775,0.7578
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.5,256,800,4,0.7538,0.7428,0.775,0.7578
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,256,800,4,0.7538,0.7428,0.775,0.7578
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,256,800,4,0.7538,0.7428,0.775,0.7578
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,256,800,4,0.7538,0.7428,0.775,0.7578
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.5,256,800,4,0.7538,0.7428,0.775,0.7578
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c,pi,3.141593,0.1,64,800,4,0.7412,0.7133,0.81,0.7577
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si; scaled_has_s,pi,3.141593,0.5,16,800,4,0.7662,0.7879,0.73,0.7576
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi,3.141593,2.0,64,800,4,0.7538,0.7493,0.7675,0.7576
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7625,0.7739,0.7425,0.7575
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7613,0.7705,0.745,0.7575
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c,pi_over_2,1.570796,1.0,16,800,4,0.76,0.7664,0.75,0.7575
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_s,pi,3.141593,0.1,16,800,4,0.7575,0.7575,0.7575,0.7575
8,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,256,800,4,0.755,0.7483,0.7675,0.7575
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_s,pi,3.141593,2.0,16,800,4,0.7687,0.7962,0.7225,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_si,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_s,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_si,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_s,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,16,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,64,800,4,0.755,0.7501,0.765,0.7574
8,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,two_pi,6.283185,0.1,256,800,4,0.755,0.7501,0.765,0.7574
6,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si,pi,3.141593,10.0,64,800,4,0.7462,0.7253,0.7925,0.7574
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_s,pi_over_2,1.570796,1.0,16,800,4,0.77,0.8022,0.7175,0.7573
6,scaled_space_group_number; scaled_band_gap; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,64,800,4,0.7575,0.7574,0.7575,0.7572
4,scaled_space_group_number; scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements,pi_over_2,1.570796,1.0,16,800,4,0.7563,0.7553,0.76,0.7572
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,1.0,256,800,4,0.7512,0.7385,0.7775,0.7572
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.7638,0.7807,0.735,0.7571
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7588,0.7623,0.7525,0.7571
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7675,0.7926,0.725,0.757
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.76,0.7671,0.7475,0.757
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_s,pi,3.141593,0.5,16,800,4,0.7687,0.798,0.72,0.7569
4,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_s,pi,3.141593,1.0,16,800,4,0.7687,0.798,0.72,0.7569
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_si; scaled_has_s,pi,3.141593,10.0,16,800,4,0.765,0.7852,0.7325,0.7569
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_s,pi_over_2,1.570796,10.0,16,800,4,0.7625,0.7748,0.74,0.7569
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_c,pi_over_2,1.570796,0.5,64,800,4,0.76,0.7672,0.7475,0.7569
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si,pi,3.141593,0.5,64,800,4,0.7575,0.7566,0.7575,0.7569
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_has_p; scaled_has_c,pi,3.141593,0.5,16,800,4,0.7575,0.759,0.755,0.7569
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p,pi_over_2,1.570796,5.0,16,800,4,0.7563,0.7546,0.76,0.7569
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,5.0,64,800,4,0.7613,0.7717,0.7425,0.7568
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn,pi,3.141593,0.1,16,800,4,0.7538,0.7438,0.7725,0.7568
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,0.1,64,800,4,0.7538,0.7454,0.77,0.7568
8,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn; scaled_has_si; scaled_has_s,pi_over_2,1.570796,1.0,256,800,4,0.7363,0.7071,0.8175,0.7568
6,scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,pi,3.141593,1.0,64,800,4,0.7663,0.7884,0.7275,0.7567
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_s,pi,3.141593,2.0,16,800,4,0.7662,0.79,0.7275,0.7567
4,scaled_formation_energy_per_atom; scaled_has_c; scaled_has_si; scaled_has_s,pi,3.141593,2.0,16,800,4,0.7662,0.7898,0.7275,0.7567
4,scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_s,pi,3.141593,1.0,16,800,4,0.7612,0.7714,0.7425,0.7567
6,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_si; scaled_has_s,pi,3.141593,2.0,64,800,4,0.7638,0.7807,0.735,0.7566
4,scaled_space_group_number; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe,pi_over_2,1.570796,5.0,16,800,4,0.76,0.7669,0.7475,0.7566
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_p; scaled_has_si; scaled_has_s,pi_over_2,1.570796,0.5,64,800,4,0.7538,0.7486,0.7675,0.7566
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn,pi,3.141593,0.1,16,800,4,0.7175,0.6708,0.875,0.7566
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_has_fe; scaled_has_mn; scaled_has_c; scaled_has_si,pi_over_2,1.570796,0.5,64,800,4,0.7163,0.6693,0.8775,0.7566
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe,two_pi,6.283185,5.0,16,800,4,0.7662,0.7889,0.7275,0.7565
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_p,two_pi,6.283185,5.0,16,800,4,0.7662,0.7889,0.7275,0.7565
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_mn,two_pi,6.283185,5.0,16,800,4,0.7662,0.7889,0.7275,0.7565
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_c,two_pi,6.283185,5.0,16,800,4,0.7662,0.7889,0.7275,0.7565
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_si,two_pi,6.283185,5.0,16,800,4,0.7662,0.7889,0.7275,0.7565
4,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_s,two_pi,6.283185,5.0,16,800,4,0.7662,0.7889,0.7275,0.7565
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_mn,two_pi,6.283185,5.0,64,800,4,0.7662,0.7889,0.7275,0.7565
6,scaled_band_gap; scaled_formation_energy_per_atom; scaled_number_of_elements; scaled_has_fe; scaled_has_p; scaled_has_c,two_pi,6.283185,5.0,64,800,4,0.7662,0.7889,0.7275,0.7565
