material_id,formula,space_group_number,crystal_system,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,is_metal,theoretical,deprecated
mp-771387,Li6Mn2C4SO16,203,Cubic,-2.131074249,0.051055045,FALSE,4.0747,FALSE,TRUE,FALSE
mp-771389,Li2V3BiO8,1,Triclinic,-2.293635328,0.069776061,FALSE,0.9173,FALSE,TRUE,FALSE
mp-771394,Li4Ti3Mn3Cr2O16,8,Monoclinic,-2.602372542,0.129117165,FALSE,0.0773,FALSE,TRUE,FALSE
mp-771396,Li4(FeO2)9,6,Monoclinic,-1.572245292,0.123501943,FALSE,0,TRUE,TRUE,FALSE
mp-771397,Li4Ti3Mn2Ni3O16,8,Monoclinic,-2.047942309,0.289784932,FALSE,0.0279,FALSE,TRUE,FALSE
mp-771398,Li3Fe3CuO8,166,Trigonal,-1.666493389,0.043616936,FALSE,0,TRUE,TRUE,FALSE
mp-7714,Li4UO5,87,Tetragonal,-2.893856124,0,TRUE,1.7311,FALSE,FALSE,FALSE
mp-771408,LiVOF3,19,Orthorhombic,-2.934140438,0.058614913,FALSE,0.2054,FALSE,TRUE,FALSE
mp-771498,Li4Ti3Fe5O16,1,Triclinic,-2.345372594,0.071808691,FALSE,0,TRUE,TRUE,FALSE
mp-771508,Li6Fe3Sb3O16,8,Monoclinic,-1.902778275,0.073903729,FALSE,0.0591,FALSE,TRUE,FALSE
mp-771515,Li6V3W3O16,1,Triclinic,-2.319179366,0.069298123,FALSE,1.3779,FALSE,TRUE,FALSE
mp-771518,Li2CrCuO4,74,Orthorhombic,-1.87601036,0.053591272,FALSE,0,TRUE,TRUE,FALSE
mp-771523,LiCr2O4,9,Monoclinic,-2.243648002,0.038175061,FALSE,0.4268,FALSE,TRUE,FALSE
mp-771545,Li4Mn5CoO12,5,Monoclinic,-1.949344792,0.085928249,FALSE,0.6466,FALSE,TRUE,FALSE
mp-771567,LiTi3MnCr(PO4)6,146,Trigonal,-2.901141473,0.000113686,FALSE,2.3469,FALSE,TRUE,FALSE
mp-771571,Li(FeO2)2,36,Orthorhombic,-1.648045393,0.076180643,FALSE,0,TRUE,TRUE,FALSE
mp-771575,Li2TiMn3O8,36,Orthorhombic,-2.382050966,0.026799955,FALSE,0.7282,FALSE,TRUE,FALSE
mp-771579,Li7W5O16,1,Triclinic,-2.219585603,0.056952653,FALSE,1.7734,FALSE,TRUE,FALSE
mp-771580,Li4Fe3TeO8,12,Monoclinic,-1.755462522,0.16737568,FALSE,0.9018,FALSE,TRUE,FALSE
mp-771611,Li5V4O8,160,Trigonal,-2.340222716,0.053815585,FALSE,0.9003,FALSE,TRUE,FALSE
mp-771644,Li3Cu5O8,166,Trigonal,-1.244906075,0.078728719,FALSE,0,TRUE,TRUE,FALSE
mp-771646,Li4VGa3O8,1,Triclinic,-2.367655643,0.0399457,FALSE,1.8708,FALSE,TRUE,FALSE
mp-771651,Li8Mn13Fe3O32,2,Triclinic,-2.021447039,0.004099637,FALSE,0.38,FALSE,TRUE,FALSE
mp-771658,Li2NiH12(SO7)2,14,Monoclinic,-1.560249456,0.045321333,FALSE,4.8451,FALSE,TRUE,FALSE
mp-771669,Li5Mn5O12,2,Triclinic,-2.044698977,0.063780959,FALSE,0.5106,FALSE,TRUE,FALSE
mp-771687,Li5Fe5O12,5,Monoclinic,-1.674076175,0.098067573,FALSE,0,TRUE,TRUE,FALSE
mp-771690,Li3MgNi3O8,10,Monoclinic,-1.53671979,0.071130063,FALSE,0,TRUE,TRUE,FALSE
mp-771701,Li2VBPO7,11,Monoclinic,-2.617651313,0.094431333,FALSE,1.7263,FALSE,TRUE,FALSE
mp-771704,Li2Cr3SbO8,186,Hexagonal,-2.318546847,0.007521526,FALSE,1.9312,FALSE,TRUE,FALSE
mp-771705,LiMnNbO4,95,Tetragonal,-2.659752926,0,TRUE,2.7137,FALSE,TRUE,FALSE
mp-771706,Li2MnBPO7,11,Monoclinic,-2.458822005,0.074618678,FALSE,0.8465,FALSE,TRUE,FALSE
mp-771707,Li2SnBPO7,11,Monoclinic,-2.508353389,0.097765901,FALSE,2.9083,FALSE,TRUE,FALSE
mp-771708,Li2Ni3SbO8,186,Hexagonal,-1.524778668,0.029557892,FALSE,0,TRUE,TRUE,FALSE
mp-771710,Li3Zr4(PO4)6,1,Triclinic,-3.081503326,0.057021121,FALSE,0.0466,FALSE,TRUE,FALSE
mp-771711,Li4V3CoO8,12,Monoclinic,-2.246703824,0.126161045,FALSE,0.8564,FALSE,TRUE,FALSE
mp-771712,Li2Fe3SbO8,186,Hexagonal,-1.929177645,0,TRUE,1.8918,FALSE,TRUE,FALSE
mp-771729,Li4Mn3NbO8,166,Trigonal,-2.316921245,0.08973708,FALSE,0.019,FALSE,TRUE,FALSE
mp-771733,Li3MgV8O16,8,Monoclinic,-2.544384515,0.022930029,FALSE,0.2817,FALSE,TRUE,FALSE
mp-771754,Li2Ni2SbO6,64,Orthorhombic,-1.699388857,0.055410562,FALSE,0,TRUE,TRUE,FALSE
mp-771757,Li4V3Co3(TeO8)2,1,Triclinic,-1.949751858,0.107712579,FALSE,1.2845,FALSE,TRUE,FALSE
mp-771770,Li2Fe3(PO4)3,5,Monoclinic,-2.375061645,0.066341354,FALSE,1.483,FALSE,TRUE,FALSE
mp-771775,Li2V2(SiO3)3,145,Trigonal,-2.783302124,0.067756346,FALSE,1.5835,FALSE,TRUE,FALSE
mp-771776,Li2Cr3NiO8,166,Trigonal,-2.019459474,0.046052808,FALSE,0.3717,FALSE,TRUE,FALSE
mp-771777,Li4Mn3O8,166,Trigonal,-2.082676992,0.038543417,FALSE,1.1229,FALSE,TRUE,FALSE
mp-771780,Li3Zn(Fe5O8)4,8,Monoclinic,-1.68576648,0.068977422,FALSE,1.0536,FALSE,TRUE,FALSE
mp-771782,Li2Ni(PO3)4,2,Triclinic,-2.481603643,0.070042505,FALSE,3.3026,FALSE,TRUE,FALSE
mp-771788,Li4V3O8,148,Trigonal,-2.416276763,0.094850556,FALSE,1.7733,FALSE,TRUE,FALSE
mp-771804,Li2SbAsCO7,11,Monoclinic,-1.940043956,0.064387856,FALSE,3.2925,FALSE,TRUE,FALSE
mp-771817,Li2Fe2(PO4)3,2,Triclinic,-2.36734019,0.057336387,FALSE,0,TRUE,TRUE,FALSE
mp-771819,LiFe(SO4)2,1,Triclinic,-1.949837019,0.020576667,FALSE,2.0567,FALSE,TRUE,FALSE
mp-771820,Li2TiFe3O8,186,Hexagonal,-2.138249393,0.055061107,FALSE,0,TRUE,TRUE,FALSE
mp-771821,LiNbCoO4,95,Tetragonal,-2.404354949,0.030109416,FALSE,2.3033,FALSE,TRUE,FALSE
mp-771823,LiVNiO4,62,Orthorhombic,-2.088690261,0.023469632,FALSE,2.9093,FALSE,TRUE,FALSE
mp-771832,Li2Ti3SnO8,186,Hexagonal,-2.909245337,0.105002087,FALSE,0,TRUE,TRUE,FALSE
mp-771835,Li6V3P8O29,1,Triclinic,-2.656244623,0.024225348,FALSE,0.7957,FALSE,TRUE,FALSE
mp-771836,Li2ScFe(SiO3)4,5,Monoclinic,-3.045946541,0.008767615,FALSE,2.9551,FALSE,TRUE,FALSE
mp-771854,Li4Cr5Co3O16,1,Triclinic,-1.936116006,0.073582444,FALSE,0.046,FALSE,TRUE,FALSE
mp-771874,Li6V3P8O29,1,Triclinic,-2.652299115,0.028170856,FALSE,0.111,FALSE,TRUE,FALSE
mp-771876,Li5NiO4,61,Orthorhombic,-1.825500982,0.010654286,FALSE,1.8983,FALSE,TRUE,FALSE
mp-771884,Li4Cr3O8,166,Trigonal,-2.174675036,0.084451232,FALSE,1.0376,FALSE,TRUE,FALSE
mp-771890,LiSnAsCO7,4,Monoclinic,-1.896590106,0.062663458,FALSE,2.1561,FALSE,TRUE,FALSE
mp-771892,LiNbFeO4,95,Tetragonal,-2.490221795,0.005522099,FALSE,2.5759,FALSE,TRUE,FALSE
mp-771894,Li3FeO3,136,Tetragonal,-1.940740664,0.073545368,FALSE,1.9077,FALSE,TRUE,FALSE
mp-771895,Li2Ni3WO8,186,Hexagonal,-1.667005751,0.032554418,FALSE,0,TRUE,TRUE,FALSE
mp-771896,Li5Mn8Fe11O32,8,Monoclinic,-1.861075585,0.050408403,FALSE,0,TRUE,TRUE,FALSE
mp-771897,Li6FeO6,148,Trigonal,-1.778746956,0.074703638,FALSE,0,TRUE,TRUE,FALSE
mp-771900,Li3AlCoO4,88,Tetragonal,-2.272821156,0.086543861,FALSE,1.9572,FALSE,TRUE,FALSE
mp-771902,Li4Ti3Cr2Fe3O16,8,Monoclinic,-2.489963858,0.064830104,FALSE,0,TRUE,TRUE,FALSE
mp-771904,Li6Mn2P(CO4)4,203,Cubic,-2.162656824,0.09319051,FALSE,0,TRUE,TRUE,FALSE
mp-771906,Li2AlCoO4,14,Monoclinic,-2.331791117,0.089510486,FALSE,1.5775,FALSE,TRUE,FALSE
mp-771907,Li4Mn5Sn3O16,8,Monoclinic,-2.067442551,0.056898717,FALSE,0,TRUE,TRUE,FALSE
mp-771908,LiFePO4F,33,Orthorhombic,-2.516554391,0.038324553,FALSE,2.4861,FALSE,TRUE,FALSE
mp-771909,Li4Mn2P4H3O16,1,Triclinic,-2.405386271,0.03072853,FALSE,0.5609,FALSE,TRUE,FALSE
mp-771912,Li4Cr2C4SO16,70,Orthorhombic,-2.079547902,0.070170614,FALSE,2.3018,FALSE,TRUE,FALSE
mp-771916,Li2NiH8(CO5)2,14,Monoclinic,-1.561618558,0.052191957,FALSE,4.422,FALSE,TRUE,FALSE
mp-771917,Li4Fe3Ni3(WO8)2,8,Monoclinic,-1.861311133,0.042358236,FALSE,0,TRUE,TRUE,FALSE
mp-771918,Li2MnPO4F,14,Monoclinic,-2.724787178,0.029435257,FALSE,3.8366,FALSE,TRUE,FALSE
mp-771939,LiTi2Ni(PO5)2,14,Monoclinic,-2.809565882,0.064661726,FALSE,0,TRUE,TRUE,FALSE
mp-771941,LiV(SO4)2,1,Triclinic,-2.138425172,0.014586995,FALSE,1.8683,FALSE,TRUE,FALSE
mp-771953,Li2NbNi3O8,186,Hexagonal,-1.775759347,0.043561998,FALSE,0,TRUE,TRUE,FALSE
mp-771959,Li2Mn3WO8,186,Hexagonal,-2.152717912,0.048671843,FALSE,0,TRUE,TRUE,FALSE
mp-771960,Li2Ni3TeO8,186,Hexagonal,-1.517521373,0.012020002,FALSE,0,TRUE,TRUE,FALSE
mp-771962,LiNbCrO4,95,Tetragonal,-2.578371746,0.06991817,FALSE,1.1586,FALSE,TRUE,FALSE
mp-771964,Li2VCr3O8,186,Hexagonal,-2.35364716,0.064249425,FALSE,0.7852,FALSE,TRUE,FALSE
mp-771968,LiCo8O9,2,Triclinic,-1.283355778,0.093770618,FALSE,0,TRUE,TRUE,FALSE
mp-771969,Li2CuCSO7,11,Monoclinic,-1.870488594,0.077065099,FALSE,0.1204,FALSE,TRUE,FALSE
mp-771971,Li2Mn3NiO8,186,Hexagonal,-1.903497038,0.047156302,FALSE,1.0435,FALSE,TRUE,FALSE
mp-771972,Li2CoCSO7,11,Monoclinic,-1.980365151,0.061918653,FALSE,2.5176,FALSE,TRUE,FALSE
mp-771979,LiSiSbCO7,4,Monoclinic,-2.258663302,0.079121659,FALSE,3.2375,FALSE,TRUE,FALSE
mp-771986,Li4Fe3O8,166,Trigonal,-1.700059072,0.091811028,FALSE,0.1417,FALSE,TRUE,FALSE
mp-771993,LiZn2Fe9O16,8,Monoclinic,-1.682198533,0.077838013,FALSE,1.389,FALSE,TRUE,FALSE
mp-771996,Li3Mg2Fe19O32,8,Monoclinic,-1.789702693,0.082836962,FALSE,1.2212,FALSE,TRUE,FALSE
mp-772004,Li3Co3TeO8,12,Monoclinic,-1.696759789,0.036004039,FALSE,0.7913,FALSE,TRUE,FALSE
mp-772016,Li3Ni3SbO8,166,Trigonal,-1.629569174,0.065787667,FALSE,0,TRUE,TRUE,FALSE
mp-772026,Li6V3P8O29,1,Triclinic,-2.654522653,0.025947317,FALSE,1.0314,FALSE,TRUE,FALSE
mp-772029,Li2FeSi3O8,1,Triclinic,-2.792737102,0.074628579,FALSE,3.1557,FALSE,TRUE,FALSE
mp-772030,LiTiO2,74,Orthorhombic,-2.967983605,0.011373343,FALSE,0,TRUE,TRUE,FALSE
mp-772041,Li2Mn3(PO4)3,5,Monoclinic,-2.512040287,0.064475288,FALSE,0.4497,FALSE,TRUE,FALSE
mp-772042,LiTiVO4,74,Orthorhombic,-2.937961547,0,TRUE,0.762,FALSE,TRUE,FALSE
mp-772049,Li2Ti2O5,60,Orthorhombic,-3.120236325,0.037085094,FALSE,3.8144,FALSE,TRUE,FALSE
mp-772050,Li4Mn5Cr3O16,8,Monoclinic,-2.135677384,0.140388814,FALSE,0,TRUE,TRUE,FALSE
mp-772051,Li3CuSiCO7,11,Monoclinic,-2.156497161,0.088718887,FALSE,0,TRUE,TRUE,FALSE
mp-772055,Li6Ti2O7,15,Monoclinic,-2.805912544,0.011396074,FALSE,2.975,FALSE,TRUE,FALSE
mp-772060,Li3NbFe3O8,12,Monoclinic,-2.121306763,0.094377891,FALSE,0.8986,FALSE,TRUE,FALSE
mp-772069,LiFePO4,9,Monoclinic,-2.385315331,0.094580684,FALSE,3.2762,FALSE,TRUE,FALSE
mp-772071,Li4Mn3Fe5O16,8,Monoclinic,-1.849154527,0.049621619,FALSE,0,TRUE,TRUE,FALSE
mp-772072,Li2FeSiCO7,11,Monoclinic,-2.197448208,0.100279443,FALSE,0,TRUE,TRUE,FALSE
mp-772073,Li2Nb4O11,15,Monoclinic,-2.913297646,0.043483337,FALSE,2.5678,FALSE,TRUE,FALSE
mp-772075,Li6V3P8O29,1,Triclinic,-2.658327191,0.02214278,FALSE,1.4841,FALSE,TRUE,FALSE
mp-772076,Sr4Li4Nb5FeO20,12,Monoclinic,-2.980317369,0.023345752,FALSE,1.345,FALSE,TRUE,FALSE
mp-772078,Li6V3P8O29,1,Triclinic,-2.652534878,0.027935093,FALSE,1.2015,FALSE,TRUE,FALSE
mp-772081,Li6V3P8O29,1,Triclinic,-2.652924993,0.027544977,FALSE,1.3295,FALSE,TRUE,FALSE
mp-772083,Li3Nb(CoO2)4,12,Monoclinic,-1.937499543,0.056964423,FALSE,1.7613,FALSE,TRUE,FALSE
mp-772084,Li5Cu6(P2O7)4,2,Triclinic,-2.252028148,0.02455297,FALSE,0,TRUE,TRUE,FALSE
mp-772085,LiNb10O18,14,Monoclinic,-2.766018494,0.018339007,FALSE,0.0545,FALSE,TRUE,FALSE
mp-772090,Li4Ti9O20,88,Tetragonal,-3.285005818,0.031740162,FALSE,3.13,FALSE,TRUE,FALSE
mp-772092,Li6V3P8O29,1,Triclinic,-2.656685917,0.023784053,FALSE,0.0097,FALSE,TRUE,FALSE
mp-772093,LiFePO4,74,Orthorhombic,-2.388352378,0.091543637,FALSE,3.3709,FALSE,TRUE,FALSE
mp-772095,Li2FeNi3O8,186,Hexagonal,-1.261677208,0.085596021,FALSE,0,TRUE,TRUE,FALSE
mp-772097,Li4Cr3Fe5O16,8,Monoclinic,-1.838876714,0.148528305,FALSE,0,TRUE,TRUE,FALSE
mp-772104,Li6V3P8O29,1,Triclinic,-2.657255168,0.023214802,FALSE,0.4661,FALSE,TRUE,FALSE
mp-772105,Li2Zr2O5,14,Monoclinic,-3.223184514,0.074832052,FALSE,3.935,FALSE,TRUE,FALSE
mp-772106,Li3FeSiO5,2,Triclinic,-2.424572216,0.083139435,FALSE,2.2982,FALSE,TRUE,FALSE
mp-772108,LiTi11O20,2,Triclinic,-3.371935187,0.015880801,FALSE,0,TRUE,TRUE,FALSE
mp-772109,LiSiBiO4,60,Orthorhombic,-2.495682818,0.050135294,FALSE,3.1649,FALSE,TRUE,FALSE
mp-772110,Li4Mn3Nb5O16,8,Monoclinic,-2.606654676,0.09286338,FALSE,0,TRUE,TRUE,FALSE
mp-772111,Li6V3P8O29,1,Triclinic,,,FALSE,,,TRUE,TRUE
mp-772112,Li6V3P8O29,1,Triclinic,-2.653950637,0.026519334,FALSE,0.9861,FALSE,TRUE,FALSE
mp-772115,Li2Cr3(CoO6)2,60,Orthorhombic,-1.757821736,0.002351125,FALSE,1.789,FALSE,TRUE,FALSE
mp-772124,Li4Mn5Fe3O16,8,Monoclinic,-1.928938001,0.054049008,FALSE,0.173,FALSE,TRUE,FALSE
mp-772131,Li3Fe3SbO8,12,Monoclinic,-1.90500597,0.043171926,FALSE,0.8055,FALSE,TRUE,FALSE
mp-772132,Li2SiBSbO7,11,Monoclinic,-2.529241511,0.090265378,FALSE,2.844,FALSE,TRUE,FALSE
mp-772133,Li2VAsCO7,11,Monoclinic,-2.128370018,0.041418362,FALSE,2.1158,FALSE,TRUE,FALSE
mp-772134,Li2Cr3Ni(SO4)6,1,Triclinic,-1.998550769,0.0279509,FALSE,0.5233,FALSE,TRUE,FALSE
mp-772138,LiFePO4,1,Triclinic,-2.429208738,0.050687277,FALSE,3.4288,FALSE,TRUE,FALSE
mp-772139,Li6V3P8O29,1,Triclinic,-2.656032232,0.024437738,FALSE,1.1178,FALSE,TRUE,FALSE
mp-772145,Li2VP2O7,15,Monoclinic,-2.628715751,0.06013866,FALSE,2.7213,FALSE,TRUE,FALSE
mp-772146,LiFePO4,181,Hexagonal,-2.410902573,0.068993442,FALSE,3.0458,FALSE,TRUE,FALSE
mp-772147,LiNb7O12,14,Monoclinic,-2.699049458,0.034336231,FALSE,0,TRUE,TRUE,FALSE
mp-772148,Li4Mn5Nb3O16,1,Triclinic,-2.441750757,0.083320526,FALSE,0,TRUE,TRUE,FALSE
mp-772150,Li2Ti13O22,64,Orthorhombic,-3.23856526,0.060235008,FALSE,0,TRUE,TRUE,FALSE
mp-772151,Li2Ti4O9,165,Trigonal,-3.284199177,0.013415856,FALSE,2.8917,FALSE,TRUE,FALSE
mp-772155,Li2BiAsCO7,11,Monoclinic,-1.948494665,0.060973005,FALSE,3.4167,FALSE,TRUE,FALSE
mp-772157,Li4Ti5Nb3O16,8,Monoclinic,-2.976760086,0.113688735,FALSE,0,TRUE,TRUE,FALSE
mp-772164,Li2V3O7,159,Trigonal,-2.429857302,0.085522839,FALSE,2.4638,FALSE,TRUE,FALSE
mp-772168,Li4Fe3Ni5O16,8,Monoclinic,-1.297305146,0.11540813,FALSE,0,TRUE,TRUE,FALSE
mp-772169,Li4Fe3Ni3(TeO8)2,8,Monoclinic,-1.701299142,0.008913143,FALSE,0,TRUE,TRUE,FALSE
mp-772176,Li3Nb7O19,176,Hexagonal,-2.880962148,0.085691823,FALSE,2.0571,FALSE,TRUE,FALSE
mp-772177,Li2Fe3CuO8,166,Trigonal,-1.533865338,0.049116316,FALSE,0,TRUE,TRUE,FALSE
mp-772178,Li2FeSn(PO4)2,11,Monoclinic,-2.412164301,0.062991719,FALSE,3.2388,FALSE,TRUE,FALSE
mp-772179,Li4Fe5Co3O16,8,Monoclinic,-1.590227402,0.058624075,FALSE,0,TRUE,TRUE,FALSE
mp-772182,Li2MnBAsO7,11,Monoclinic,-2.132378635,0.083933152,FALSE,0.9845,FALSE,TRUE,FALSE
mp-772185,Li6Hf2O7,15,Monoclinic,-2.967999716,0,TRUE,4.4978,FALSE,TRUE,FALSE
mp-772190,Li6Ti2O7,4,Monoclinic,-2.732068929,0.085239689,FALSE,4.1493,FALSE,TRUE,FALSE
mp-772196,Li6V3P8O29,1,Triclinic,-2.658733829,0.021736141,FALSE,1.3211,FALSE,TRUE,FALSE
mp-772205,Li2V3O8,212,Cubic,-2.355580915,0.094186121,FALSE,0,TRUE,TRUE,FALSE
mp-772208,Li3Co3SbO8,2,Triclinic,-1.724340841,0.090463817,FALSE,0.3571,FALSE,TRUE,FALSE
mp-772210,LiFePO4,9,Monoclinic,-2.46500456,0.014891455,FALSE,3.6094,FALSE,TRUE,FALSE
mp-772212,LiNb5O8,14,Monoclinic,-2.582467811,0.080528232,FALSE,0.0902,FALSE,TRUE,FALSE
mp-772214,LiZr2O4,227,Cubic,-3.254278643,0.098312149,FALSE,0,TRUE,TRUE,FALSE
mp-772215,LiNb8O10,141,Tetragonal,-2.388641615,0.07927141,FALSE,0,TRUE,TRUE,FALSE
mp-772216,LiNb8O14,55,Orthorhombic,-2.718885171,0.035923454,FALSE,0,TRUE,TRUE,FALSE
mp-772220,Li3Ta7O19,176,Hexagonal,-3.163698085,0.068448997,FALSE,2.8683,FALSE,TRUE,FALSE
mp-772227,Li6V3P8O29,1,Triclinic,-2.653767025,0.026702945,FALSE,1.3586,FALSE,TRUE,FALSE
mp-772234,NaLi2MnPCO7,1,Triclinic,-2.38752162,0.044820255,FALSE,3.7901,FALSE,TRUE,FALSE
mp-772235,Na5LiMn2P2(CO7)2,4,Monoclinic,-2.36494736,0.013130484,FALSE,3.5805,FALSE,TRUE,FALSE
mp-772236,Na3Li3Mn2P2(CO7)2,1,Triclinic,-2.379377589,0.034876276,FALSE,3.7641,FALSE,TRUE,FALSE
mp-772237,NaLi5Fe2P2(CO7)2,4,Monoclinic,-2.323612006,0.041105703,FALSE,2.1727,FALSE,TRUE,FALSE
mp-772239,Li6V3P8O29,9,Monoclinic,-2.654835435,0.025634536,FALSE,1.4447,FALSE,TRUE,FALSE
mp-772240,Li2MnH4(SO5)2,14,Monoclinic,-1.874092138,0.034266356,FALSE,4.4362,FALSE,TRUE,FALSE
mp-772241,Li3MnAl2O6,2,Triclinic,-2.730759717,0.053825895,FALSE,1.7474,FALSE,TRUE,FALSE
mp-772242,LiVPO5,19,Orthorhombic,-2.610211807,0.056083486,FALSE,3.1644,FALSE,TRUE,FALSE
mp-772256,LiVPO5,33,Orthorhombic,-2.61819749,0.048097803,FALSE,1.6273,FALSE,TRUE,FALSE
mp-772260,Li10Ti4O13,2,Triclinic,-2.806436943,0.08404758,FALSE,3.9675,FALSE,TRUE,FALSE
mp-772267,Li2AlFeO4,7,Monoclinic,-2.496377975,0.024562117,FALSE,3.1948,FALSE,TRUE,FALSE
mp-772272,Li2Cr2O7,14,Monoclinic,-1.804721837,0.091051764,FALSE,2.5315,FALSE,TRUE,FALSE
mp-772273,Li2MnH4(SO5)2,2,Triclinic,-1.851524901,0.056833593,FALSE,4.4009,FALSE,TRUE,FALSE
mp-772274,NaLi5Fe2P2(CO7)2,4,Monoclinic,-2.32351507,0.041202638,FALSE,2.0608,FALSE,TRUE,FALSE
mp-772286,LiFePO4,14,Monoclinic,-2.410387397,0.069508618,FALSE,3.6118,FALSE,TRUE,FALSE
mp-772287,Li2Si12(NiO6)5,190,Hexagonal,-2.720908123,0.090905181,FALSE,3.9543,FALSE,TRUE,FALSE
mp-772290,LiAgO,139,Tetragonal,-1.254481989,0,TRUE,1.2228,FALSE,TRUE,FALSE
mp-772292,Li2V3(PO4)3,5,Monoclinic,-2.602146604,0.059564821,FALSE,0.449,FALSE,TRUE,FALSE
mp-772293,NaLi5Fe2P2(CO7)2,2,Triclinic,-2.324000939,0.04071677,FALSE,1.9868,FALSE,TRUE,FALSE
mp-772294,Na5LiFe2P2(CO7)2,7,Monoclinic,-2.279998095,0.013584074,FALSE,3.7514,FALSE,TRUE,FALSE
mp-772297,Li2Cr2O7,1,Triclinic,-1.822665184,0.073108416,FALSE,1.186,FALSE,TRUE,FALSE
mp-772300,Li4Cr3P4O15,33,Orthorhombic,-2.565119842,0.046952032,FALSE,2.6174,FALSE,TRUE,FALSE
mp-772306,Na5LiFe2P2(CO7)2,2,Triclinic,-2.280018894,0.013563276,FALSE,3.8063,FALSE,TRUE,FALSE
mp-772307,NaLi5Mn2P2(CO7)2,1,Triclinic,-2.394593875,0.055836011,FALSE,3.5518,FALSE,TRUE,FALSE
mp-772308,Na5LiMn2P2(CO7)2,4,Monoclinic,-2.363542992,0.014534852,FALSE,3.5713,FALSE,TRUE,FALSE
mp-772309,Li3Ti(CuO2)4,12,Monoclinic,-1.771613095,0.062813262,FALSE,0,TRUE,TRUE,FALSE
mp-772311,Na5LiMn2P2(CO7)2,7,Monoclinic,-2.362494896,0.015582948,FALSE,3.5395,FALSE,TRUE,FALSE
mp-772312,Li2Fe2(Si2O5)3,64,Orthorhombic,-2.696214593,0.213549612,FALSE,3.0223,FALSE,TRUE,FALSE
mp-772313,NaLi2MnPCO7,1,Triclinic,-2.384734613,0.047607262,FALSE,3.7473,FALSE,TRUE,FALSE
mp-772315,Na5LiMn2P2(CO7)2,1,Triclinic,-2.362316695,0.015761149,FALSE,3.6192,FALSE,TRUE,FALSE
mp-772317,Li3Co(NO2)6,166,Trigonal,-1.057309587,0.110765027,FALSE,2.4359,FALSE,TRUE,FALSE
mp-772318,Li2Cr2O7,2,Triclinic,-1.847633967,0.048139634,FALSE,2.5043,FALSE,TRUE,FALSE
mp-772319,Li4Co3Ni5O16,8,Monoclinic,-1.29788895,0.033749183,FALSE,0.6723,FALSE,TRUE,FALSE
mp-772320,Li2CoSiO4,29,Orthorhombic,-2.44118169,0.069961874,FALSE,2.9534,FALSE,TRUE,FALSE
mp-772323,Li2Cr4O13,14,Monoclinic,-1.729840058,0.024091016,FALSE,1.5176,FALSE,TRUE,FALSE
mp-772324,Li3MgNi3O8,3,Monoclinic,-1.544558985,0.063290869,FALSE,0.2565,FALSE,TRUE,FALSE
mp-772333,Li2Ni3SbO8,159,Trigonal,-1.539830187,0.014506373,FALSE,0.4746,FALSE,TRUE,FALSE
mp-772334,Li3Fe3TeO8,12,Monoclinic,-1.833428953,0.062797566,FALSE,1.2747,FALSE,TRUE,FALSE
mp-772361,Li6V3P8O29,1,Triclinic,-2.659849753,0.020620218,FALSE,1.3312,FALSE,TRUE,FALSE
mp-772364,Li9Cr12Co7O48,1,Triclinic,-1.73497542,0.039598545,FALSE,0,TRUE,TRUE,FALSE
mp-772390,LiAlFeO4,95,Tetragonal,-2.272178853,0.107997847,FALSE,0,TRUE,TRUE,FALSE
mp-772395,LiV(OF)2,4,Monoclinic,-2.713402744,0.003913518,FALSE,2.288,FALSE,TRUE,FALSE
mp-772396,Li2Cr2O7,2,Triclinic,-1.824577837,0.071195764,FALSE,2.3226,FALSE,TRUE,FALSE
mp-772397,Li5WNO4,36,Orthorhombic,-1.945314298,0.049054582,FALSE,3.5321,FALSE,TRUE,FALSE
mp-7724,Li2UO4,139,Tetragonal,-2.958238472,0.184952929,FALSE,1.7635,FALSE,TRUE,FALSE
mp-772400,Li2W(OF2)2,60,Orthorhombic,-2.784309478,0.003437609,FALSE,4.169,FALSE,TRUE,FALSE
mp-772406,LiFePO4,14,Monoclinic,-2.421866426,0.058029589,FALSE,3.1003,FALSE,TRUE,FALSE
mp-772407,Li6V3P8O29,1,Triclinic,-2.65793649,0.022533481,FALSE,1.1338,FALSE,TRUE,FALSE
mp-772409,LiFePO4,14,Monoclinic,-2.40275178,0.077144235,FALSE,2.5969,FALSE,TRUE,FALSE
mp-772411,Na2LiMnPCO7,1,Triclinic,-2.371044471,0.025121384,FALSE,3.6965,FALSE,TRUE,FALSE
mp-772414,Na2LiMnPCO7,1,Triclinic,-2.372295547,0.023870307,FALSE,3.6817,FALSE,TRUE,FALSE
mp-772416,Li2Ti3Sn(PO4)6,146,Trigonal,-2.893720924,0.002175979,FALSE,2.5053,FALSE,TRUE,FALSE
mp-772417,Li4V3Fe5O16,8,Monoclinic,-2.068352771,0.082953907,FALSE,0.9967,FALSE,TRUE,FALSE
mp-772418,NaLi5Mn2P2(CO7)2,4,Monoclinic,-2.401401006,0.049028879,FALSE,2.648,FALSE,TRUE,FALSE
mp-772419,NaLi5Mn2P2(CO7)2,1,Triclinic,-2.394185495,0.056244391,FALSE,1.5556,FALSE,TRUE,FALSE
mp-772420,Li2Co3SnO8,186,Hexagonal,-1.666633675,0.036968742,FALSE,0,TRUE,TRUE,FALSE
